c,idade,sexo,tempo_como_cliente,frequencia_uso,ligacoes_callcenter,dias_atraso,assinatura,duracao_contrato,total_gasto,meses_ultima_interacao,cancelou
4317840,430,Female,250.0,30,20,50,Basic,Annual,54203,110,0
316650,630,Male,520.0,140,20,220,Premium,Quarterly,5350,290,0
4461390,490,Female,560.0,120,20,120,Premium,Quarterly,57317,40,0
3551840,400,Male,30.0,150,0,120,Premium,Quarterly,98839,60,0
3571130,400,Male,60.0,200,0,60,Premium,Annual,6298,290,0
36340,400,Female,100.0,50,80,170,Basic,Monthly,2600,50,0
3423760,410,Male,580.0,170,40,180,Basic,Quarterly,87338,120,0
2292630,460,Female,420.0,210,40,270,Standard,Annual,5334,240,0
3100130,210,Female,310.0,70,10,20,Premium,Quarterly,76922,70,0
2128210,580,Male,10.0,90,10,50,Standard,Monthly,1754,90,0
1708200,280,Male,410.0,30,30,120,Standard,Quarterly,6150,160,0
1718790,360,Female,600.0,40,60,240,Standard,Monthly,8620,80,0
3483400,320,Male,230.0,300,20,80,Basic,Quarterly,95233,210,0
2813560,500,Male,220.0,200,0,30,Basic,Annual,61306,220,0
1907030,190,Female,70.0,260,20,190,Basic,Quarterly,2280,30,0
802040,390,Male,50.0,200,90,220,Basic,Annual,7040,270,0
3400860,500,Female,570.0,150,10,170,Premium,Quarterly,72234,120,0
3108460,480,Male,450.0,100,30,100,Premium,Annual,8446,10,0
3049220,400,Female,360.0,60,0,0,Standard,Annual,53313,80,0
3390690,260,Male,550.0,240,20,200,Basic,Quarterly,79463,90,0
3096640,480,Male,260.0,150,40,70,Standard,Quarterly,76877,110,0
148190,400,Male,110.0,10,30,220,Basic,Monthly,1930,280,0
1389410,510,Male,30.0,80,90,40,Basic,Annual,2440,270,0
4366050,370,Female,140.0,250,0,0,Basic,Annual,91103,30,0
4425180,310,Female,140.0,200,0,110,Basic,Annual,56714,130,0
323440,190,Male,510.0,200,20,200,Premium,Quarterly,2000,30,0
1053060,510,Male,150.0,30,0,20,Standard,Monthly,3470,300,0
4387540,460,Male,60.0,60,30,30,Basic,Quarterly,52252,90,0
402650,190,Female,110.0,110,20,230,Basic,Monthly,3270,260,0
1700720,630,Female,60.0,10,10,270,Basic,Annual,5630,170,0
600270,530,Male,50.0,240,40,180,Basic,Quarterly,2820,250,0
1909490,450,Male,190.0,290,60,110,Basic,Monthly,9180,120,0
2222700,250,Female,220.0,40,20,180,Standard,Monthly,4560,20,0
1795130,430,Female,260.0,30,90,160,Premium,Quarterly,1210,60,0
876310,380,Male,410.0,120,100,60,Basic,Quarterly,9420,150,0
3810810,420,Male,330.0,150,0,180,Premium,Quarterly,7139,270,0
2192480,450,Female,360.0,80,80,290,Premium,Annual,15614,100,0
2499510,240,Male,410.0,120,40,220,Premium,Monthly,76039,190,0
3267070,300,Male,100.0,290,0,190,Premium,Annual,78536,250,0
3606800,330,Male,530.0,60,30,100,Standard,Quarterly,97497,100,0
1649440,350,Male,330.0,210,100,240,Basic,Quarterly,8700,250,0
2617240,450,Male,410.0,70,10,150,Basic,Quarterly,81278,50,0
2594750,260,Male,320.0,190,100,250,Premium,Quarterly,12067,270,0
1228970,390,Female,280.0,160,60,100,Standard,Annual,2690,160,0
3070160,190,Female,560.0,70,0,190,Standard,Annual,56056,150,0
2826490,450,Male,230.0,140,30,0,Premium,Annual,72897,190,0
2667430,360,Male,80.0,180,30,150,Basic,Annual,95303,10,0
1751060,310,Male,390.0,150,40,260,Standard,Monthly,2990,70,0
1748760,250,Male,380.0,190,90,290,Basic,Annual,7080,180,0
4469910,450,Male,530.0,280,30,10,Standard,Annual,96036,110,0
459280,490,Female,70.0,130,100,110,Basic,Annual,3550,40,0
1856970,630,Male,140.0,220,100,210,Basic,Monthly,9950,10,0
1434240,270,Male,500.0,120,100,250,Premium,Monthly,8290,90,0
410720,500,Female,540.0,40,60,40,Premium,Monthly,6530,280,0
328900,570,Male,540.0,20,0,210,Premium,Annual,1040,110,0
1852480,350,Female,550.0,250,0,20,Premium,Quarterly,7000,140,0
828850,370,Male,600.0,60,20,0,Standard,Quarterly,1090,150,0
2565200,580,Male,190.0,150,80,230,Standard,Monthly,8370,40,0
1828150,280,Female,40.0,180,10,170,Premium,Annual,3970,250,0
4108490,410,Male,200.0,250,20,170,Basic,Annual,65196,170,0
4093000,420,Male,130.0,180,0,50,Basic,Annual,92315,110,0
3846610,270,Male,20.0,280,10,40,Standard,Annual,87693,50,0
1650130,280,Female,320.0,190,70,220,Premium,Annual,4520,250,0
3133860,190,Female,10.0,200,0,70,Standard,Annual,80863,50,0
3011270,320,Male,70.0,130,10,170,Basic,Annual,9356,50,0
4465090,370,Female,580.0,90,0,80,Premium,Annual,53815,80,0
2704580,230,Female,260.0,240,0,100,Basic,Annual,69168,100,0
10750,400,Male,510.0,10,90,210,Standard,Annual,9290,30,0
2499340,320,Female,180.0,220,20,250,Standard,Quarterly,53615,240,0
502500,610,Male,400.0,180,90,80,Basic,Quarterly,4930,100,0
1211340,200,Female,600.0,70,40,140,Premium,Annual,3200,50,0
4491790,370,Male,10.0,140,0,200,Standard,Annual,84211,110,0
2636610,460,Male,170.0,160,40,30,Basic,Quarterly,59516,150,0
2776180,220,Male,530.0,70,10,160,Standard,Quarterly,68548,70,0
1380670,600,Female,190.0,80,80,260,Premium,Monthly,2970,10,0
3340080,440,Male,470.0,20,20,110,Premium,Annual,61232,10,0
3299290,480,Male,110.0,90,0,100,Premium,Annual,50883,240,0
3351850,420,Female,500.0,180,20,170,Premium,Annual,52617,140,0
3007600,270,Male,360.0,300,0,10,Premium,Quarterly,73142,80,0
3232080,440,Male,130.0,260,0,110,Standard,Quarterly,69634,160,0
2834830,430,Male,530.0,300,40,80,Standard,Quarterly,98641,180,0
1167490,580,Female,280.0,120,80,20,Basic,Annual,9010,210,0
3277580,490,Female,370.0,250,30,20,Standard,Quarterly,62151,40,0
3320350,410,Female,80.0,160,0,30,Premium,Annual,6929,100,0
1905460,510,Male,580.0,200,10,40,Basic,Annual,5920,180,0
4190590,440,Male,50.0,170,20,180,Premium,Annual,99337,50,0
847100,320,Female,300.0,210,80,0,Premium,Quarterly,3270,220,0
951280,640,Female,420.0,210,80,250,Basic,Monthly,1080,70,0
1782210,380,Male,490.0,190,100,140,Standard,Annual,7710,20,0
550750,460,Female,560.0,190,40,110,Basic,Annual,5630,300,0
3727950,290,Female,480.0,50,20,190,Premium,Annual,83648,150,0
3301280,290,Female,480.0,70,0,0,Basic,Annual,60351,150,0
2216950,430,Male,210.0,70,100,40,Premium,Annual,84609,160,0
3102850,360,Male,110.0,170,0,40,Standard,Quarterly,82886,140,0
3966080,260,Female,510.0,140,10,0,Standard,Annual,56851,80,0
1148270,620,Female,530.0,240,10,10,Standard,Monthly,9450,230,0
3617590,430,Female,460.0,240,30,180,Basic,Annual,61292,120,0
3918170,360,Female,180.0,240,0,140,Standard,Annual,98591,50,0
267810,430,Male,500.0,200,30,140,Premium,Annual,4040,100,0
848770,480,Male,460.0,250,80,260,Premium,Quarterly,4770,290,0
3709150,410,Female,580.0,30,20,90,Premium,Quarterly,50245,10,0
3552450,440,Male,570.0,230,30,0,Standard,Quarterly,63029,220,0
3270180,410,Female,560.0,50,40,100,Standard,Quarterly,68429,60,0
1859820,560,Female,30.0,260,30,140,Premium,Quarterly,3940,190,0
2914060,320,Female,260.0,20,30,150,Basic,Annual,79739,90,0
2973320,500,Female,100.0,50,10,200,Premium,Annual,97428,150,0
2242970,450,Male,280.0,220,20,50,Standard,Monthly,13169,170,0
4449970,450,Male,480.0,140,40,10,Standard,Quarterly,51932,20,0
1339040,490,Male,400.0,40,40,100,Basic,Monthly,2870,170,0
3971860,330,Male,490.0,40,10,170,Premium,Annual,90642,110,0
232720,600,Female,60.0,270,80,270,Basic,Annual,9510,100,0
3823700,440,Female,240.0,190,0,30,Standard,Annual,96494,30,0
3835330,210,Male,110.0,160,20,120,Basic,Annual,55992,10,0
2611980,320,Male,310.0,110,30,190,Basic,Quarterly,59367,260,0
2709250,500,Female,120.0,300,40,190,Basic,Annual,85354,120,0
629760,510,Male,450.0,250,30,170,Standard,Quarterly,2420,280,0
853840,510,Male,400.0,160,10,190,Basic,Monthly,3690,90,0
2071060,480,Female,470.0,230,60,270,Basic,Annual,78687,230,0
2878660,300,Male,520.0,240,10,10,Basic,Annual,74273,110,0
419870,380,Male,350.0,110,60,130,Premium,Quarterly,2540,160,0
3449640,480,Female,590.0,80,0,50,Standard,Quarterly,93346,100,0
3421450,500,Male,360.0,280,20,70,Standard,Quarterly,56003,190,0
282780,340,Female,170.0,190,20,210,Basic,Monthly,1090,40,0
3768430,490,Male,460.0,290,20,30,Basic,Annual,56195,300,0
1714270,610,Male,270.0,40,0,20,Basic,Quarterly,4810,120,0
1845120,560,Male,140.0,150,70,150,Premium,Monthly,5620,250,0
1753170,290,Male,170.0,160,50,190,Standard,Annual,4390,100,0
700920,450,Female,550.0,160,90,20,Basic,Annual,2530,200,0
2921390,420,Female,160.0,250,10,30,Basic,Quarterly,82353,30,0
281380,550,Female,360.0,70,100,160,Premium,Quarterly,7540,220,0
3551300,390,Female,280.0,60,0,0,Standard,Quarterly,59101,80,0
3996770,240,Male,440.0,190,20,120,Standard,Annual,94949,200,0
3862450,290,Male,480.0,190,10,40,Premium,Quarterly,76772,60,0
3187350,460,Male,280.0,40,20,40,Standard,Annual,71932,150,0
840020,370,Male,110.0,290,90,210,Premium,Quarterly,9300,240,0
3603560,360,Male,150.0,190,30,100,Basic,Annual,9753,40,0
1800460,510,Male,180.0,170,10,120,Standard,Quarterly,7650,300,0
4053530,430,Female,280.0,210,10,120,Standard,Quarterly,80213,110,0
3543910,380,Male,290.0,300,20,90,Standard,Annual,61548,90,0
4100690,370,Female,590.0,280,30,170,Basic,Quarterly,57405,130,0
220650,200,Female,360.0,60,100,20,Basic,Monthly,1800,130,0
3400080,470,Male,550.0,190,30,40,Premium,Annual,50325,150,0
2901630,450,Female,280.0,140,20,170,Standard,Annual,74661,40,0
2492610,230,Female,150.0,270,30,250,Standard,Annual,44823,170,0
2104230,630,Female,70.0,70,90,280,Premium,Quarterly,60486,170,0
555780,390,Male,450.0,300,0,110,Basic,Monthly,8590,200,0
2438530,230,Female,550.0,200,100,250,Basic,Monthly,18163,280,0
2281210,460,Male,150.0,70,90,250,Standard,Annual,79893,290,0
109330,520,Male,470.0,20,0,90,Premium,Quarterly,8490,200,0
1511060,470,Male,40.0,290,60,180,Premium,Annual,7560,140,0
3116220,320,Male,150.0,280,10,50,Basic,Annual,54336,100,0
2186130,320,Male,370.0,20,100,40,Standard,Quarterly,69648,290,0
3043870,180,Female,60.0,50,0,40,Basic,Quarterly,85832,120,0
3913550,440,Female,110.0,220,0,110,Standard,Quarterly,90328,30,0
1087710,530,Female,440.0,110,10,30,Premium,Annual,9950,240,0
2064360,450,Male,350.0,30,90,20,Basic,Quarterly,87356,300,0
2780380,460,Male,520.0,250,40,150,Premium,Quarterly,61134,160,0
265680,590,Male,230.0,10,90,140,Premium,Quarterly,1760,190,0
2004280,270,Male,50.0,270,70,100,Basic,Monthly,1030,100,0
2792040,420,Male,590.0,40,30,90,Basic,Quarterly,64158,300,0
19840,530,Male,510.0,260,50,50,Premium,Annual,6980,100,0
2413590,370,Male,40.0,10,10,30,Premium,Monthly,41134,180,0
3834880,210,Male,440.0,20,20,110,Basic,Quarterly,59073,210,0
3794080,440,Male,540.0,240,40,10,Premium,Quarterly,6006,30,0
3640830,300,Male,160.0,270,20,150,Standard,Quarterly,82987,270,0
2485630,520,Male,90.0,130,20,140,Standard,Quarterly,94087,110,0
505630,450,Female,140.0,290,80,10,Basic,Annual,7080,140,0
864370,440,Female,410.0,160,10,40,Basic,Annual,7560,240,0
1324210,560,Male,480.0,120,100,300,Premium,Quarterly,7990,20,0
3668360,500,Female,340.0,210,40,70,Standard,Quarterly,62421,70,0
1103760,270,Female,450.0,130,20,130,Premium,Quarterly,3570,100,0
200810,270,Female,80.0,300,80,180,Standard,Monthly,2610,100,0
3425530,360,Male,110.0,270,0,150,Standard,Annual,66703,230,0
1732270,590,Female,10.0,20,20,280,Standard,Monthly,8790,140,0
4006420,460,Female,90.0,120,20,20,Standard,Quarterly,7348,120,0
4053640,390,Female,100.0,200,0,190,Standard,Annual,64201,80,0
3670960,450,Male,70.0,40,0,60,Premium,Annual,8800,230,0
623290,290,Female,120.0,230,90,250,Standard,Annual,2190,20,0
4130250,300,Male,400.0,240,10,140,Premium,Quarterly,6094,60,0
4183840,440,Female,180.0,290,10,70,Basic,Quarterly,76466,60,0
4339060,450,Male,530.0,130,30,160,Basic,Annual,78832,210,0
1560380,330,Male,560.0,60,20,290,Basic,Quarterly,5880,20,0
2584270,610,Male,490.0,230,90,220,Premium,Quarterly,32768,90,0
3530070,460,Male,210.0,250,40,190,Standard,Annual,71548,170,0
271150,350,Male,540.0,30,20,90,Premium,Annual,3750,10,0
4210190,490,Male,530.0,10,30,80,Basic,Quarterly,74673,80,0
2124260,600,Male,370.0,290,90,20,Premium,Annual,48391,290,0
3656500,390,Male,410.0,200,30,160,Premium,Quarterly,54149,190,0
244560,550,Male,390.0,150,20,20,Premium,Annual,4600,250,0
589060,500,Female,490.0,280,0,170,Standard,Annual,1280,70,0
781160,300,Male,30.0,260,100,70,Standard,Quarterly,8220,210,0
2794100,490,Male,340.0,30,0,10,Basic,Quarterly,54045,180,0
1146600,530,Female,400.0,80,0,100,Standard,Monthly,9580,110,0
594600,220,Male,370.0,90,50,300,Basic,Annual,6600,190,0
1718090,260,Female,550.0,90,20,20,Premium,Annual,4890,240,0
1559430,450,Male,220.0,270,80,230,Basic,Quarterly,5400,90,0
3499140,280,Male,200.0,270,0,140,Basic,Annual,91455,280,0
4402020,250,Male,270.0,270,20,180,Basic,Quarterly,92071,170,0
2026470,450,Male,570.0,180,0,90,Basic,Annual,5670,240,0
2281680,300,Male,370.0,130,60,140,Premium,Annual,67839,110,0
693440,210,Male,600.0,200,70,80,Standard,Monthly,4080,230,0
3109970,260,Male,530.0,140,20,130,Basic,Quarterly,53608,130,0
1785140,540,Male,530.0,30,0,280,Premium,Quarterly,9670,60,0
2598760,580,Female,240.0,250,90,290,Standard,Monthly,49552,230,0
3156570,430,Male,30.0,20,10,120,Premium,Quarterly,93599,170,0
2626550,280,Male,260.0,240,10,10,Premium,Annual,97916,100,0
3995150,450,Female,470.0,150,30,0,Premium,Quarterly,98677,100,0
3312620,330,Male,230.0,120,10,90,Premium,Annual,74609,170,0
3179500,470,Female,170.0,160,10,150,Standard,Annual,55047,110,0
3763640,400,Female,410.0,130,20,180,Standard,Quarterly,86864,10,0
4282860,300,Male,600.0,270,30,190,Basic,Quarterly,89986,240,0
3996220,190,Male,170.0,100,0,130,Standard,Annual,63501,90,0
2023300,250,Female,220.0,210,70,260,Standard,Quarterly,7250,110,0
2834930,490,Female,260.0,60,40,130,Basic,Quarterly,53715,50,0
1509310,340,Male,120.0,230,10,130,Standard,Monthly,2340,220,0
2635110,310,Female,70.0,120,0,190,Premium,Annual,76969,130,0
1683180,530,Female,30.0,300,90,60,Basic,Quarterly,5380,270,0
3630030,310,Female,210.0,300,0,160,Premium,Annual,86995,70,0
462580,480,Female,60.0,10,30,20,Standard,Quarterly,9440,190,0
3967680,340,Male,270.0,60,0,10,Basic,Quarterly,74363,180,0
717500,290,Male,310.0,210,40,230,Standard,Monthly,1330,300,0
3907930,200,Male,370.0,140,10,40,Basic,Quarterly,78939,270,0
2766530,490,Male,350.0,110,40,180,Basic,Annual,83778,60,0
103180,470,Female,300.0,220,90,210,Standard,Annual,4010,290,0
2200350,400,Male,180.0,110,100,120,Basic,Monthly,37628,10,0
1434110,470,Male,70.0,40,100,240,Premium,Monthly,5770,230,0
394330,320,Male,340.0,70,50,180,Standard,Quarterly,6530,50,0
636600,470,Male,550.0,200,30,200,Basic,Monthly,3340,240,0
1932010,390,Female,190.0,180,80,110,Basic,Annual,8390,250,0
54270,640,Female,180.0,180,20,0,Standard,Annual,8860,240,0
2492290,570,Male,420.0,120,30,180,Basic,Quarterly,37263,220,0
2181480,510,Male,290.0,60,80,140,Standard,Annual,93546,90,0
4304790,450,Male,40.0,140,20,10,Standard,Quarterly,66403,210,0
4220590,370,Female,20.0,110,20,150,Standard,Quarterly,93495,20,0
4062980,230,Male,400.0,90,10,0,Basic,Quarterly,64406,80,0
3071590,400,Male,290.0,220,30,60,Basic,Annual,50602,190,0
1316420,590,Male,370.0,70,10,160,Premium,Quarterly,6730,120,0
305090,410,Female,250.0,160,20,50,Basic,Annual,4080,200,0
2434030,610,Female,200.0,280,10,160,Standard,Monthly,50996,110,0
2939100,260,Male,180.0,160,20,110,Standard,Quarterly,92515,190,0
3418600,400,Male,200.0,200,40,100,Premium,Quarterly,79273,50,0
2674490,470,Male,140.0,280,30,50,Premium,Annual,99659,150,0
2116900,330,Male,550.0,200,20,160,Premium,Monthly,15755,40,0
2424730,560,Female,360.0,170,40,210,Basic,Monthly,15235,110,0
3132030,360,Male,400.0,270,30,100,Basic,Annual,82996,280,0
4368760,330,Male,20.0,140,10,180,Premium,Annual,92182,250,0
455760,500,Male,60.0,300,80,20,Standard,Quarterly,6290,210,0
614870,300,Female,440.0,140,100,30,Basic,Quarterly,4820,300,0
2151900,410,Female,420.0,100,90,50,Basic,Monthly,85033,270,0
304660,540,Male,600.0,290,40,40,Basic,Monthly,4390,100,0
3221450,190,Male,510.0,150,10,180,Basic,Quarterly,80003,50,0
3618410,210,Male,480.0,100,20,100,Basic,Annual,61701,180,0
1840160,610,Female,160.0,50,50,60,Premium,Quarterly,6480,200,0
3518310,440,Male,320.0,100,10,30,Basic,Quarterly,89173,140,0
1472380,590,Female,390.0,20,20,200,Standard,Monthly,3270,40,0
590240,530,Male,420.0,80,80,290,Basic,Monthly,7080,30,0
1420670,260,Male,200.0,210,70,250,Premium,Annual,5370,50,0
2326500,400,Female,410.0,280,90,280,Basic,Annual,26779,120,0
144720,530,Male,600.0,280,10,120,Premium,Annual,5420,160,0
3762110,270,Female,150.0,220,10,140,Standard,Annual,53767,70,0
1059080,550,Male,470.0,80,90,150,Basic,Quarterly,5910,290,0
2109640,460,Female,300.0,20,20,280,Premium,Annual,27136,180,0
2977190,330,Male,560.0,190,20,200,Basic,Quarterly,5098,210,0
4153900,320,Male,390.0,150,0,180,Basic,Quarterly,76871,30,0
2355170,220,Male,340.0,200,10,0,Premium,Monthly,83532,300,0
323520,600,Male,100.0,180,90,120,Standard,Quarterly,8940,170,0
1556630,370,Female,480.0,250,80,80,Standard,Monthly,1880,70,0
2612560,270,Female,220.0,150,20,100,Basic,Quarterly,71176,20,0
32160,650,Female,400.0,210,20,40,Premium,Quarterly,8690,20,0
2784710,480,Male,410.0,140,40,140,Basic,Annual,55435,110,0
1118970,310,Female,360.0,10,20,280,Basic,Monthly,5100,10,0
1791850,350,Female,380.0,250,20,130,Standard,Annual,8070,180,0
2034000,450,Male,600.0,200,100,20,Standard,Quarterly,9380,40,0
1485560,200,Male,160.0,210,0,260,Basic,Monthly,6320,110,0
242710,400,Male,530.0,90,0,250,Basic,Quarterly,8690,150,0
2605660,220,Male,190.0,290,0,260,Standard,Quarterly,80964,240,0
663270,220,Female,60.0,150,70,260,Standard,Annual,2530,70,0
797200,650,Male,240.0,60,70,90,Basic,Monthly,9640,30,0
1142540,560,Male,50.0,220,50,10,Standard,Quarterly,5210,10,0
1647600,390,Male,580.0,140,50,230,Standard,Annual,4410,20,0
4253910,490,Male,80.0,290,10,30,Standard,Annual,79447,30,0
2208990,230,Female,400.0,160,50,140,Premium,Annual,55497,270,0
3330070,430,Male,550.0,220,20,180,Premium,Annual,53535,280,0
3604960,230,Male,320.0,210,10,90,Premium,Quarterly,86716,90,0
294790,540,Male,420.0,290,10,270,Premium,Monthly,1840,170,0
4186150,400,Female,550.0,270,0,150,Standard,Quarterly,66228,120,0
1699640,420,Male,310.0,30,10,60,Premium,Annual,3010,60,0
845640,200,Female,560.0,40,80,260,Basic,Quarterly,3730,160,0
924510,430,Female,360.0,130,80,10,Premium,Monthly,9310,40,0
2875780,450,Male,480.0,180,40,20,Premium,Quarterly,89814,70,0
845020,620,Female,200.0,170,40,200,Basic,Annual,6540,280,0
369380,590,Male,160.0,180,60,240,Standard,Annual,6060,30,0
2009520,600,Male,310.0,270,10,40,Standard,Quarterly,4580,40,0
3574040,490,Male,350.0,100,10,150,Basic,Quarterly,93165,200,0
2520630,440,Male,430.0,270,20,120,Basic,Monthly,10683,200,0
2389890,240,Male,90.0,160,0,300,Basic,Monthly,23153,230,0
2609370,490,Male,460.0,10,40,150,Standard,Annual,91697,180,0
3919710,450,Male,370.0,200,20,200,Premium,Quarterly,85834,190,0
1161020,520,Female,180.0,240,60,180,Premium,Annual,1150,70,0
2216830,570,Male,270.0,270,10,300,Premium,Quarterly,71904,120,0
3703730,300,Male,200.0,230,30,20,Premium,Quarterly,97585,130,0
1129640,450,Male,540.0,170,30,0,Premium,Quarterly,3120,170,0
3021910,290,Female,310.0,180,20,100,Basic,Quarterly,8431,100,0
591850,260,Female,600.0,110,70,180,Standard,Quarterly,9680,300,0
2642270,460,Male,560.0,160,0,60,Basic,Annual,73517,300,0
2480170,500,Female,270.0,210,10,0,Basic,Annual,31556,270,0
3600780,490,Male,320.0,110,30,120,Premium,Annual,95915,80,0
1788730,480,Male,280.0,220,70,90,Basic,Monthly,3480,270,0
402630,580,Male,220.0,170,40,100,Standard,Annual,3700,90,0
739740,560,Male,80.0,170,20,260,Standard,Annual,2990,300,0
1534570,430,Female,240.0,150,60,0,Standard,Annual,5070,150,0
4468680,180,Male,340.0,160,10,110,Standard,Annual,65447,130,0
1926540,360,Female,130.0,260,40,300,Basic,Monthly,7380,210,0
3329500,290,Male,10.0,50,0,160,Standard,Annual,5710,270,0
1646300,470,Female,570.0,160,80,140,Standard,Monthly,4270,20,0
3733130,310,Male,160.0,170,0,0,Basic,Quarterly,5226,290,0
831750,390,Female,100.0,300,90,20,Basic,Annual,8760,30,0
3410600,350,Male,300.0,170,30,190,Standard,Quarterly,98434,90,0
2608830,240,Male,320.0,40,10,190,Standard,Annual,98252,190,0
3969620,220,Male,490.0,280,20,190,Standard,Annual,75685,280,0
1942790,560,Female,40.0,300,60,300,Premium,Monthly,8030,90,0
1096980,230,Male,370.0,170,80,300,Premium,Quarterly,6490,290,0
2431900,380,Female,120.0,70,100,80,Premium,Monthly,74159,200,0
4264980,260,Female,500.0,260,20,10,Premium,Quarterly,6494,80,0
2328580,250,Male,50.0,90,0,40,Premium,Annual,2474,210,0
22520,590,Female,590.0,30,10,250,Premium,Quarterly,6930,50,0
2298920,260,Female,470.0,30,60,270,Basic,Monthly,8630,230,0
1898770,250,Female,300.0,60,0,0,Basic,Monthly,4230,270,0
394370,570,Male,290.0,250,20,260,Premium,Quarterly,6550,120,0
1282060,550,Female,580.0,290,70,280,Basic,Monthly,3870,40,0
2606970,350,Male,150.0,10,40,250,Standard,Annual,16529,200,0
1412740,440,Male,120.0,10,100,100,Premium,Annual,5630,90,0
3517700,270,Female,420.0,200,20,110,Basic,Annual,83559,130,0
3245920,340,Male,140.0,170,10,0,Premium,Annual,59885,40,0
2011780,590,Male,330.0,200,100,170,Premium,Annual,3240,280,0
3678890,450,Male,280.0,280,20,190,Basic,Annual,98674,290,0
504050,290,Female,350.0,10,30,80,Basic,Monthly,1840,20,0
4331610,460,Female,580.0,20,20,70,Basic,Annual,91406,110,0
3670010,420,Female,330.0,140,0,80,Basic,Quarterly,71992,140,0
1791080,320,Male,560.0,240,40,40,Basic,Annual,6450,140,0
125320,400,Female,590.0,210,60,180,Standard,Annual,2590,210,0
